Объединение;Склад;Товар (код);Товар;Штрихкод;Бренд;Категория 1;Категория 2;Страна;Физ.доступно, шт.;Заказано, шт.;Резерв, шт.;Кол-во SKU, шт.;Себестоимость (без НДС), руб.;Себестоимость (с НДС), руб.;Себестоимость (без НДС), валюта;Себестоимость (с НДС), валюта
МСК РЦ E-com;222;19000141209;okolo Шампунь д/усиления завитка Rebounce Curl 500мл;7640399232113;OKOLO;Уход за волосами;Шампуни и кондиционеры;Россия;14;15;1;1;7841,37;9409,644;7841,37;9409,644
СПБ РЦ;223;19000141209;okolo Шампунь д/усиления завитка Rebounce Curl 500мл;7640399232113;OKOLO;Уход за волосами;Шампуни и кондиционеры;Россия;2;7;0;1;1568,27;1881,924;1568,27;1881,924
СПБ РЦ Юг даркстор;224;19000141209;okolo Шампунь д/усиления завитка Rebounce Curl 500мл;7640399232113;OKOLO;Уход за волосами;Шампуни и кондиционеры;Россия;2;0;0;1;1568,27;1881,924;1568,27;1881,924
Интернет-магазин ФМ;225;19000141209;okolo Шампунь д/усиления завитка Rebounce Curl 500мл;7640399232113;OKOLO;Уход за волосами;Шампуни и кондиционеры;Россия;53;0;0;1;28228,82;33874,584;28228,82;33874,584
Интернет-магазин ФМ;225-КАР;19000141209;okolo Шампунь д/усиления завитка Rebounce Curl 500мл;7640399232113;OKOLO;Уход за волосами;Шампуни и кондиционеры;Россия;3;0;0;1;1568,28;1881,936;1568,28;1881,936
РЦ ИМ Краснодар;228;19000141209;okolo Шампунь д/усиления завитка Rebounce Curl 500мл;7640399232113;OKOLO;Уход за волосами;Шампуни и кондиционеры;Россия;2;0;0;1;1045,51;1254,612;1045,51;1254,612
НСК РЦ;229;19000141209;okolo Шампунь д/усиления завитка Rebounce Curl 500мл;7640399232113;OKOLO;Уход за волосами;Шампуни и кондиционеры;Россия;0;2;0;0;0;0;0;0
Склад FM;232;19000141209;okolo Шампунь д/усиления завитка Rebounce Curl 500мл;7640399232113;OKOLO;Уход за волосами;Шампуни и кондиционеры;Россия;5297;0;167;1;2767474,74;3320969,688;2767474,74;3320969,688
Склад FM;232-КАР;19000141209;okolo Шампунь д/усиления завитка Rebounce Curl 500мл;7640399232113;OKOLO;Уход за волосами;Шампуни и кондиционеры;Россия;1;0;0;1;402,12;482,544;402,12;482,544
ИМ Беларусь;250;19000141209;okolo Шампунь д/усиления завитка Rebounce Curl 500мл;7640399232113;OKOLO;Уход за волосами;Шампуни и кондиционеры;Беларусь;0;20;0;0;-4,480304;-5,3763648;-0,16;-0,192
ИМ Казахстан;277;19000141209;okolo Шампунь д/усиления завитка Rebounce Curl 500мл;7640399232113;OKOLO;Уход за волосами;Шампуни и кондиционеры;Казахстан;2;0;0;1;1087,749543;1218,279489;5547,45;6213,144
